J.uAcm2_0.63_initialCA,¦Ö,Ne,r£¨2+£©,VNe,Mn,Ni,Mg,Ca,Fe,La,Y,In
1146.295238,1.418,30.7,0.96,5.5,0,0.4,0,0.3,0,0.1,0.2,0
454.9369048,1.458,40.6,1.131,4.4,0,0.2,0,0,0,0.1,0.5,0.2
633.9261905,1.586,33.9,0.929,6.9,0.1,0.5,0,0,0,0.1,0.3,0
379.6526905,1.445,27.4,0.744,4.6,0,0,0.3,0.1,0.4,0.2,0,0
736.4380952,1.672,40.9,1.015,4.3,0,0.2,0,0.1,0,0,0.1,0.6
490.5647619,1.438,32.2,0.988,4,0,0.2,0,0.4,0,0,0.1,0.3
297.9270238,1.51,39.4,1.096,4,0,0,0,0,0.2,0,0.5,0.3
191.1471429,1.678,31.6,0.786,4.8,0,0.3,0.3,0,0,0,0,0.4
421.93,1.603,28.5,0.727,4.5,0.2,0,0.3,0,0.2,0,0,0.3
648.937619,1.444,33.9,1.038,5.1,0.1,0.1,0,0,0.2,0,0.6,0
1061.44381,1.248,27.3,1.023,3.9,0,0.2,0,0.5,0,0,0.3,0
637.0357143,1.533,33.3,0.918,4.1,0.1,0,0,0.3,0.2,0,0,0.4
639.0057143,1.493,38.6,0.984,6.2,0.1,0.4,0,0,0,0.3,0.2,0
1107.497619,1.68,26.8,0.684,5.6,0,0.2,0.3,0,0.3,0,0,0.2
1159.933333,1.186,30.4,1.047,3.4,0.2,0,0,0.4,0,0.1,0.3,0
540.7633333,1.409,24.8,0.837,5,0.1,0,0,0.4,0.4,0,0.1,0
509.9489048,1.473,35.1,0.997,3.1,0,0,0,0.4,0.1,0,0,0.5
823.1119048,1.327,29.9,0.99,4.7,0,0.3,0,0.4,0,0.1,0.2,0
602.9645238,1.441,25.6,0.869,5.8,0.1,0.4,0,0.4,0,0,0.1,0
79.85533095,1.533,40.7,0.921,5.5,0,0,0,0,0.5,0.4,0,0.1
518.2822667,1.607,25.7,0.721,5.7,0,0,0.1,0.2,0.6,0,0,0.1
585.8914286,1.445,40.1,0.979,5.9,0.2,0.3,0,0,0,0.4,0.1,0
289.7509524,1.546,32.9,0.889,5.9,0.1,0,0,0,0.5,0.1,0.3,0
678.1628571,1.513,22.5,0.641,4.9,0.4,0.1,0.4,0,0,0,0,0.1
964.0047619,1.311,40.3,1.096,4.3,0.2,0,0,0,0.1,0.3,0.4,0
416.757619,1.725,36.3,0.921,6.3,0,0.4,0,0,0.1,0,0.2,0.3
649.703519,1.726,23.2,0.586,6.8,0,0,0.2,0,0.8,0,0,0
465.6552381,1.376,41.2,1.04,5.2,0.2,0.2,0,0,0,0.4,0.2,0
742.5471429,1.55,34.1,0.835,4.9,0.5,0,0.1,0,0,0.1,0,0.3
269.5414286,1.652,35.8,0.864,3.4,0,0.1,0.3,0,0,0,0,0.6
211.6414286,1.684,32.2,0.742,7,0,0,0,0,0.8,0.2,0,0
780.0166667,1.377,28.5,0.925,5.1,0.4,0.1,0,0.2,0,0,0.3,0
426.9878571,1.699,39.5,0.923,3.5,0,0.1,0.2,0,0,0,0,0.7
1034.374524,1.676,28.3,0.79,7.5,0.1,0.6,0.1,0,0,0,0.2,0
1073.837619,1.163,35.5,1.138,3.1,0.1,0,0,0.3,0,0.2,0.4,0
239.8174071,1.409,17.1,0.561,2.7,0,0,0.8,0,0.1,0,0,0.1
789.387619,1.793,27.9,0.703,8.1,0,0.3,0,0,0.6,0,0.1,0
540.7852381,1.485,35.1,0.924,6.3,0,0.5,0,0.2,0,0.3,0,0
510.1514286,1.359,33.9,1.089,4.1,0,0.1,0.1,0,0.1,0,0.7,0
184.494019,1.234,26.3,0.945,2.5,0,0,0.4,0.1,0,0,0.5,0
426.1021429,1.43,15.2,0.53,3.6,0,0.2,0.8,0,0,0,0,0
1758.061905,1.35,25.5,0.844,3.5,0.1,0,0.4,0,0.1,0,0.4,0
860.1857143,1.694,36.8,0.889,4.8,0.1,0,0,0.1,0.3,0,0,0.5
863.3521429,1.714,43.5,1.022,4.1,0.1,0.1,0,0,0,0,0.1,0.7
552.2388095,1.445,35,1.003,3,0.1,0,0,0.4,0,0,0,0.5
367.0985714,1.08,49.6,1.214,2.8,0,0,0,0.2,0,0.8,0,0
500.9119048,1.744,33.2,0.835,6.8,0.1,0.5,0,0.1,0,0,0,0.3
581.6730952,1.837,38.3,0.877,6.3,0,0.4,0,0,0.1,0,0,0.5
514.2783333,1.566,32.2,0.866,7,0,0.6,0,0.2,0,0.2,0,0
587.9485714,1.49,36.9,0.919,6.3,0.3,0.3,0,0,0,0.3,0.1,0
943.0233333,1.618,32.8,0.908,6.6,0.2,0.4,0,0,0,0,0.3,0.1
184.3072619,1.278,38.1,0.954,3.7,0,0,0.2,0.1,0.2,0.5,0,0
376.29,1.373,30.5,0.932,4.1,0,0.2,0.3,0,0,0.1,0.4,0
1740.62381,1.631,31.2,0.777,5.6,0.5,0.1,0.1,0,0,0,0,0.3
423.8585714,1.255,44,1.035,3.2,0.1,0,0.2,0,0,0.6,0,0.1
531.7357143,1.387,28.6,0.759,3.8,0.3,0,0.4,0,0,0.2,0,0.1
400.8152381,1.466,36.4,0.882,5.6,0,0.4,0.2,0,0,0.4,0,0
727.3530952,1.518,28,0.868,6.4,0.2,0.4,0,0.2,0,0,0.2,0
243.8204762,1.465,43.4,1.146,3.4,0.1,0,0,0,0,0.1,0.4,0.4
737.292381,1.388,45.9,1.088,4.3,0,0.2,0,0.1,0,0.5,0,0.2
676.1847619,1.193,45.6,1.135,3.2,0.1,0,0,0.2,0,0.6,0,0.1
283.4331905,1.321,50.5,1.169,3.5,0,0,0,0,0.1,0.6,0.1,0.2
612.0695238,1.315,31.7,0.987,4.7,0,0.3,0,0.4,0,0.2,0.1,0
488.572381,1.286,34.2,1,3.4,0.2,0,0,0.4,0,0.2,0,0.2
419.1013643,1.67,35.5,0.871,4.3,0,0,0.1,0.1,0.3,0,0,0.5
382.9195238,1.452,42.9,0.994,4.9,0.3,0.1,0,0,0,0.4,0,0.2
392.422381,1.459,38.5,0.95,6.1,0.1,0.4,0,0.1,0,0.4,0,0
1075.317619,1.182,41.4,1.097,3.6,0.2,0,0,0.2,0,0.5,0.1,0
434.7361905,1.884,32.2,0.768,8.6,0,0.8,0,0,0,0,0,0.2
343.0542857,1.44,41.6,1.036,5.6,0,0.3,0,0,0.1,0.4,0.2,0
712.4261905,1.679,43.7,1.03,3.3,0.1,0,0,0.1,0,0,0,0.8
217.86735,1.605,45.5,1.096,3.5,0,0,0,0,0.1,0.1,0.2,0.6
171.9565357,1.414,21.5,0.654,3.9,0,0,0.5,0.1,0.3,0.1,0,0
524.8,1.683,30,0.733,5.2,0.1,0,0.2,0,0.4,0,0,0.3
466.0152381,1.461,36.1,0.882,4.1,0,0.2,0.3,0,0,0.3,0,0.2
394.887619,1.407,40.4,1.061,4.2,0.3,0,0,0,0,0.2,0.3,0.2
507.7838095,1.323,27.7,0.977,4.3,0,0.1,0,0.4,0.2,0,0.3,0
15.07571429,1.176,35.2,1.238,2.8,0,0,0,0.2,0,0,0.8,0
382.8909524,1.646,29.6,0.85,7,0,0.6,0,0.2,0,0,0.1,0.1
749.0447619,1.643,34.6,0.865,7.6,0.1,0.6,0,0,0,0.2,0.1,0
726.4695238,1.379,37.2,1.112,4.8,0.1,0.2,0,0,0,0.1,0.6,0
685.4995238,1.613,26.6,0.738,5.4,0,0.4,0.3,0.1,0,0,0,0.2
206.2447619,1.647,29.9,0.817,6.5,0,0,0,0,0.7,0,0.3,0
487.4883333,1.614,38.7,0.982,3.9,0.1,0.1,0,0.2,0,0,0,0.6
1116.5,1.628,23.8,0.69,6.6,0,0.2,0.1,0.2,0.5,0,0,0
316.7688095,1.455,24,0.84,6,0,0.5,0,0.5,0,0,0,0
624.6480952,1.529,33,0.958,4.8,0,0.3,0,0.3,0,0,0.1,0.3
602.7390476,1.184,18.4,0.81,2.8,0,0.1,0.3,0.6,0,0,0,0
531.912381,1.628,43,0.981,5.8,0,0.4,0,0,0,0.3,0,0.3
674.1552381,1.258,19.1,0.744,3.5,0.3,0,0.3,0.4,0,0,0,0
359.73,1.487,36.8,0.958,4,0.3,0,0,0.2,0,0.1,0,0.4
387.2071429,1.317,46.8,1.181,3.4,0.1,0,0,0,0,0.4,0.3,0.2
931.957619,1.623,42.7,1.052,3.3,0.1,0,0,0.1,0,0,0.1,0.7
313.5028571,1.735,35.9,0.845,7.9,0,0.7,0,0,0,0.2,0,0.1
880.2769048,1.278,24.2,0.895,4.4,0.3,0.1,0,0.5,0,0,0.1,0
537.2485714,1.198,37.1,1.269,2.9,0,0,0,0.1,0,0,0.9,0
382.2340476,1.331,14.2,0.552,2.6,0,0,0.8,0.1,0.1,0,0,0
564.8214286,1.504,42.8,1.022,5.8,0,0.4,0,0,0,0.4,0.1,0.1
486.5247619,1.571,34,0.861,7,0.3,0.4,0,0,0,0.2,0.1,0
817.2633333,1.203,49.3,1.163,3.3,0.1,0,0,0.1,0,0.7,0,0.1
653.2614286,1.365,44.3,1.099,3.5,0,0.1,0,0.2,0,0.4,0,0.3
716.7730952,1.265,41.5,1.233,3.7,0,0.1,0,0,0,0.2,0.7,0
251.8366667,1.635,40.1,1.003,4.5,0.2,0.1,0,0,0,0,0.2,0.5
1029.211429,1.453,20.1,0.631,4.3,0.2,0,0.5,0,0.2,0,0.1,0
410.51,1.45,30.3,0.882,4.9,0.5,0,0.1,0,0,0,0.3,0.1
635.4878571,1.681,29.4,0.842,7.8,0,0.7,0,0.1,0,0,0.2,0
699.3309929,1.237,21.8,0.696,2.2,0,0,0.7,0.1,0,0.2,0,0
442.3095238,1.459,39.3,1.002,4.9,0,0.3,0,0.2,0,0.3,0,0.2
500.5861905,1.409,35.7,0.946,4.9,0,0.3,0.2,0,0,0.3,0.2,0
394.79,1.504,28.6,0.872,5,0,0.2,0,0.4,0.2,0,0,0.2
749.9128571,1.241,30.9,1.015,3.9,0.3,0,0,0.3,0,0.1,0.3,0
1394.419048,1.742,28.1,0.773,8.3,0,0.7,0,0.1,0.1,0,0.1,0
572.8733333,1.556,31.6,0.866,4,0,0.2,0.2,0.2,0,0,0,0.4
1360.47619,1.197,23,0.922,3,0,0.1,0.2,0.5,0,0,0.2,0
450.2790476,1.666,45,1.017,3.8,0.2,0,0,0,0,0.1,0,0.7
439.5252381,1.328,21.8,0.685,3.2,0.2,0,0.6,0,0,0.1,0.1,0
15.85066667,1.498,41.2,1.093,4,0,0,0,0,0.2,0.1,0.4,0.3
273.647619,1.254,45.3,1.153,3.9,0.1,0,0,0,0.1,0.5,0.3,0
426.0152381,1.458,33.6,0.836,4.4,0.4,0,0.2,0,0,0.2,0,0.2
478.9255714,1.159,23.3,0.933,2.3,0,0,0.3,0.4,0,0,0.3,0
788.2785714,1.66,42.7,1.012,4.3,0,0.2,0,0.1,0,0.1,0,0.6
809.4357143,1.442,38.4,0.914,6,0.4,0.2,0,0,0,0.4,0,0
529.8883095,1.393,19.3,0.592,3.3,0,0,0.7,0,0.2,0.1,0,0
217.9105786,1.57,25.7,0.69,5.7,0,0,0.2,0.1,0.6,0.1,0,0
462.9195238,1.382,24.5,0.859,4.5,0,0.3,0.1,0.5,0,0,0,0.1
320.2390476,1.464,49.4,1.181,3,0,0,0,0,0,0.3,0.2,0.5
439.1385714,1.583,40.5,1.048,5.1,0,0.3,0,0,0,0.1,0.3,0.3
219.9321905,1.237,35.2,0.976,3.6,0,0,0.1,0.3,0.2,0.4,0,0
155.6009524,1.688,42,0.954,5.6,0,0.3,0,0,0.1,0.2,0,0.4
668.6533333,1.445,42.7,1.17,3.7,0,0.1,0,0,0,0.1,0.5,0.3
331.5095238,1.657,31.9,0.835,5.5,0,0.1,0,0.2,0.4,0,0,0.3
452.3147619,1.788,30.3,0.746,7.5,0.1,0.6,0.1,0,0,0,0,0.2
478.5933333,1.359,24.4,0.794,3.2,0.2,0,0.3,0.3,0,0,0,0.2
741.2271429,1.173,53.9,1.204,3.5,0,0,0,0,0.1,0.9,0,0
554.9183333,1.602,31.6,0.902,6.4,0,0.2,0,0,0.4,0,0.4,0
795.0488095,1.637,25.6,0.78,7.6,0,0.7,0,0.3,0,0,0,0
844.0883333,1.633,38.9,0.948,4.1,0.3,0,0,0.1,0,0,0,0.6
617.645,1.767,42,0.945,4.4,0.1,0,0,0,0.2,0,0,0.7
522.091619,1.654,46,1.024,4,0,0,0,0,0.2,0.2,0,0.6
589.1104762,1.29,36.6,1.11,4.2,0,0.2,0,0.2,0,0.2,0.4,0
489.8144048,1.581,25.8,0.706,4.6,0,0,0.3,0.1,0.4,0,0,0.2
794.5395238,1.283,39.2,1.015,4,0.3,0,0,0.2,0,0.4,0,0.1
538.2480952,1.462,34.5,1.022,5.7,0,0.4,0,0.1,0,0.1,0.4,0
1270.071429,1.487,35.2,0.854,6.4,0.5,0.2,0,0,0,0.3,0,0
649.4733333,1.238,38.5,1.15,3.3,0.1,0,0.1,0,0,0.2,0.6,0
639.0340476,1.655,42.4,1.012,2.8,0,0,0.1,0.1,0,0,0,0.8
1048.343333,1.465,42.4,1.059,3.2,0.1,0,0,0.2,0,0.2,0,0.5
754.2542857,1.376,31.4,1.016,4.2,0,0.2,0.2,0,0,0,0.6,0
715.5247619,1.309,36.6,1.041,3,0.1,0,0,0.4,0,0.2,0,0.3
392.6719048,1.59,31.7,0.889,5.3,0,0.3,0,0.3,0.1,0,0,0.3
677.8785714,1.61,44,1.039,3.8,0.2,0,0,0,0,0.1,0.1,0.6
684.6014286,1.479,29.1,0.758,4.3,0.4,0,0.3,0,0,0.1,0,0.2
716.7195238,1.327,33.2,1.053,3.2,0.1,0,0.2,0,0,0,0.6,0.1
351.3295238,1.558,36.8,0.885,6.2,0,0.1,0,0,0.5,0.3,0.1,0
455.1261905,1.34,24.2,0.828,3,0,0.1,0.3,0.4,0,0,0,0.2
432.5290476,1.728,28.7,0.726,6.7,0.1,0.5,0.2,0,0,0,0,0.2
493.792381,1.258,31,1.051,4,0,0.2,0,0.4,0,0.1,0.3,0
348.2233333,1.593,33.1,0.821,3.5,0.2,0,0.3,0,0,0,0,0.5
859.0535714,1.485,29.4,0.931,6,0.1,0.4,0,0.2,0,0,0.3,0
394.5950976,1.62,38.6,0.955,5,0,0,0,0,0.4,0.1,0.2,0.3
249.3290476,1.639,37.9,0.903,2.7,0,0,0.3,0,0,0,0,0.7
352.5309524,1.339,28.1,0.993,4.7,0,0.3,0,0.4,0,0,0.3,0
409.0666667,1.675,23.4,0.656,7,0,0.4,0.2,0.1,0.3,0,0,0
907.635,1.251,21.2,0.814,2.8,0,0,0.4,0.3,0.1,0,0.2,0
442.5821429,1.112,55.2,1.273,3,0,0,0,0,0,0.9,0.1,0
440.1228571,1.563,41.1,0.961,3.5,0,0.1,0.2,0,0,0.2,0,0.5
826.2195238,1.187,31.9,1.144,3.1,0.1,0,0,0.3,0,0,0.6,0
804.9247619,1.286,47.6,1.16,4.4,0,0.2,0,0,0,0.6,0.2,0
395.7095238,1.675,30.8,0.801,6.4,0.1,0,0,0,0.6,0,0.2,0.1
921.0242857,1.468,24.9,0.72,4.7,0.5,0,0.3,0,0,0,0.1,0.1
380.0752381,1.659,32.3,0.838,7.1,0,0.3,0,0,0.4,0.1,0.2,0
620.04,1.408,27,0.932,5.4,0,0.4,0,0.4,0,0,0.2,0
528.85,1.481,35.5,0.969,5.7,0,0.4,0.1,0,0,0.2,0.3,0
592.4640476,1.582,32.5,0.906,6.3,0.3,0.3,0,0,0,0,0.3,0.1
486.3390095,1.237,28.5,0.836,2.9,0,0,0.4,0.2,0.1,0.3,0,0
594.437619,1.497,26.6,0.847,5.8,0.1,0.4,0,0.4,0,0,0,0.1
434.6109524,1.324,36.7,1.144,4.3,0,0.2,0,0.1,0,0.1,0.6,0
1151.288571,1.195,21.8,0.867,2.6,0.1,0,0.2,0.6,0,0,0,0.1
292.5614286,1.417,20.6,0.61,3.8,0.1,0,0.6,0,0.2,0.1,0,0
435.8880952,1.506,21.3,0.659,4.5,0,0.3,0.5,0.1,0,0,0,0.1
777.9571429,1.632,37.6,0.948,4.8,0.2,0,0,0,0.2,0,0.2,0.4
350.2866667,1.332,40.7,1.03,4.7,0.3,0,0,0,0.1,0.4,0.2,0
418.557619,1.508,52.2,1.156,3,0,0,0,0,0,0.4,0,0.6
539.0904762,1.595,27.6,0.725,4.4,0.1,0.2,0.4,0,0,0,0,0.3
869.9147619,1.207,30.8,0.981,3.8,0.3,0,0,0.4,0,0.2,0.1,0
220.7733333,1.536,43.2,0.976,5.2,0,0.1,0,0,0.3,0.4,0,0.2
1109.999048,1.355,34.9,1.078,3.1,0.1,0,0,0.3,0,0,0.3,0.3
412.7680952,1.39,25.4,0.812,3.2,0,0.1,0.5,0,0,0,0.3,0.1
416.1438095,1.516,35.3,1.032,5.5,0.1,0.3,0,0,0,0,0.5,0.1
865.225,1.609,28.8,0.838,7.2,0.2,0.5,0,0.1,0,0,0.2,0
190.3299286,1.393,39.7,1.187,3.5,0,0,0,0,0.1,0,0.7,0.2
586.1138095,1.491,39,1.033,3.4,0,0.1,0,0.3,0,0.1,0,0.5
672.7145238,1.73,23.2,0.63,7.6,0,0.7,0.3,0,0,0,0,0
671.552381,1.218,36,1.106,3.6,0.2,0,0,0.2,0,0.2,0.4,0
1186.769524,1.218,25.2,0.984,3.6,0,0.1,0,0.6,0.1,0,0.2,0
325.7285714,1.594,41.3,1.058,3.9,0.1,0,0,0,0.1,0,0.3,0.5
385.7242857,1.811,42.5,0.955,4.9,0,0.2,0,0,0.1,0,0,0.7
395.9380952,1.669,35.3,0.943,6.3,0,0.4,0,0,0.1,0,0.3,0.2
691.7914286,1.516,41,1.025,5.8,0,0.4,0,0,0,0.3,0.2,0.1
612.0809524,1.162,34.8,1.022,3.2,0,0.1,0.1,0.4,0,0.4,0,0
745.1804762,1.647,44,0.999,4.8,0.1,0.2,0,0,0,0.2,0,0.5
538.2966667,1.362,43.6,1.121,3.8,0.2,0,0,0,0,0.3,0.3,0.2
469.1666667,1.499,30.9,0.919,4.5,0,0.2,0,0.4,0.1,0,0,0.3
518.4733333,1.151,37.3,1.135,3.1,0.1,0,0,0.3,0,0.3,0.3,0
412.4766429,1.564,37.6,0.977,5,0,0,0,0,0.4,0.1,0.3,0.2
700.1197619,1.602,19.8,0.582,5.8,0,0.4,0.5,0,0.1,0,0,0
381.7364286,1.616,35.5,0.862,3.1,0.1,0,0.3,0,0,0,0,0.6
794.6045333,1.362,20.1,0.642,3.3,0,0,0.6,0.1,0.2,0.1,0,0
19.89890476,1.491,25.7,0.781,4.7,0,0,0.3,0,0.4,0,0.3,0
852.7042857,1.407,16.9,0.582,3.7,0.1,0,0.6,0.1,0.2,0,0,0
237.2102405,1.223,21.9,0.861,2.7,0,0,0.2,0.6,0.1,0,0,0.1
658.5585714,1.541,37.1,0.989,6.5,0,0.5,0,0,0,0.2,0.3,0
356.9557143,1.413,34.5,0.92,5.7,0.2,0.3,0,0.2,0,0.3,0,0
110.8844905,1.618,35.8,0.858,6,0,0,0,0,0.6,0.2,0.1,0.1
738.617619,1.325,37.7,0.92,4.1,0,0.2,0.3,0,0,0.5,0,0
640.2245238,1.384,52,1.197,3,0,0,0,0,0,0.5,0.1,0.4
679.7828571,1.247,45.6,1.093,4.2,0.3,0,0,0,0,0.6,0.1,0
681.7119048,1.36,31.8,0.99,3.6,0.2,0,0.2,0,0,0,0.5,0.1
568.9838095,1.062,18.4,0.89,2,0,0,0.2,0.8,0,0,0,0
450.8928571,1.259,43.8,1.096,4.2,0.3,0,0,0,0,0.5,0.2,0
445.0338095,1.652,34.2,0.882,5,0,0.1,0,0.2,0.3,0,0,0.4
380.6671429,1.279,45.3,1.053,3.7,0.2,0,0.1,0,0,0.6,0,0.1
397.4709524,1.723,32,0.849,7.6,0.1,0.6,0,0,0,0,0.2,0.1
906.5907143,1.728,41.1,0.941,5.5,0.1,0.3,0,0,0,0.1,0,0.5
301.9385714,1.614,37.8,0.863,6.2,0,0.1,0,0,0.5,0.3,0,0.1
431.4857143,1.338,27.4,0.948,3.8,0,0.2,0,0.6,0,0,0,0.2
213.9669048,1.37,34.5,0.86,4.5,0.1,0.2,0.3,0,0,0.4,0,0
496.1319048,1.561,32.9,0.953,5.7,0,0.4,0.1,0,0,0,0.4,0.1
476.5516905,1.489,37.9,0.946,5.5,0,0,0,0,0.5,0.3,0.2,0
236.7628714,1.184,44.4,1.291,3,0,0,0,0,0,0.3,0.7,0
1372.509524,1.485,49.8,1.115,3.4,0.1,0,0,0,0,0.4,0,0.5
909.3895238,1.634,31.4,0.847,7,0,0.6,0,0.2,0,0.1,0,0.1
911.3990476,1.413,28.8,0.927,5.4,0.3,0.2,0,0.2,0,0,0.3,0
404.4478214,1.395,32.2,0.988,3,0,0,0,0.5,0.1,0,0,0.4
582.4653048,1.732,32.3,0.789,5.9,0,0,0,0.1,0.6,0,0,0.3
458.8142857,1.542,39.9,1.046,3.3,0.1,0,0.1,0,0,0,0.3,0.5
497.8347619,1.43,48.5,1.095,4.1,0.1,0.1,0,0,0,0.5,0,0.3
644.5514286,1.405,18.3,0.585,3.1,0.2,0,0.7,0,0,0,0,0.1
1303.92381,1.374,41.8,1.124,3.8,0.2,0,0,0,0,0.2,0.4,0.2
681.447619,1.564,39.2,0.957,4.6,0.4,0,0,0,0,0.1,0.1,0.4
666.6971429,1.153,31.8,1.11,3,0.1,0,0,0.4,0,0.1,0.4,0
747.8452381,1.32,26.8,0.902,4.2,0.4,0,0,0.4,0,0,0.1,0.1
455.3761905,1.752,39.8,0.912,5,0.2,0.1,0,0,0.1,0,0,0.6
348.5242857,1.504,24.5,0.779,5.3,0,0.4,0.2,0.3,0,0,0,0.1
464.0942857,1.548,35,0.992,5,0,0.3,0.1,0,0,0,0.4,0.2
550.7095238,1.241,45.1,1.227,3.7,0,0.1,0,0,0,0.4,0.5,0
392.7942857,1.298,35.2,1.158,3.6,0,0.1,0.1,0,0,0,0.8,0
310.7542857,1.6,36.4,1.004,5.6,0,0.3,0,0,0.1,0,0.4,0.2
295.1928571,1.368,16.8,0.63,3.6,0,0.2,0.6,0.2,0,0,0,0
244.8719048,1.37,29.6,0.848,4,0,0.2,0.4,0,0,0.2,0.2,0
382.8371429,1.598,40.9,1.024,3.3,0.1,0,0.1,0,0,0,0.2,0.6
316.6604762,1.326,30.2,1.032,4,0,0.2,0,0.4,0,0,0.3,0.1
551.8704762,1.777,31,0.782,7.4,0,0.5,0,0.1,0.2,0,0,0.2
767.5771429,1.312,38.5,1.141,4.3,0,0.2,0,0.1,0,0.2,0.5,0
872.4864286,1.223,45.1,1.056,3.5,0,0.1,0.2,0,0,0.7,0,0
175.297619,1.682,33.2,0.904,7,0,0.5,0,0,0.1,0,0.3,0.1
510.5947381,1.119,26.8,1.064,2.4,0,0,0.1,0.5,0,0,0.4,0
726.3928571,1.599,39.8,1.001,4.2,0.3,0,0,0,0,0,0.2,0.5
346.307381,1.831,33.3,0.767,6.9,0,0.2,0,0,0.5,0,0,0.3
575.3771429,1.673,26.6,0.725,7.6,0.3,0.5,0.1,0,0,0,0.1,0
457.5240476,1.511,24.7,0.687,3.1,0,0.1,0.6,0,0,0,0,0.3
473.4580952,1.769,27.3,0.679,7.5,0,0,0,0,0.9,0,0.1,0
782.1609524,1.339,33.7,0.948,4.9,0.5,0,0,0.1,0,0.2,0.2,0
551.6361905,1.584,40.2,1.006,5.8,0,0.4,0,0,0,0.2,0.2,0.2
395.08,1.571,34.8,0.842,6.8,0.1,0.5,0.1,0,0,0.3,0,0
314.5514286,1.804,30.6,0.766,8,0,0.5,0,0,0.3,0,0.1,0.1
2054.72381,1.473,22.6,0.673,5.2,0.5,0,0.3,0,0.1,0,0.1,0
524.3630952,1.621,23.4,0.647,5.8,0.1,0.4,0.4,0,0,0,0,0.1
295.1466667,1.418,44.6,1.099,3.8,0.2,0,0,0,0,0.3,0.2,0.3
695.9361905,1.622,34.2,0.931,7.2,0,0.6,0,0,0,0.1,0.3,0
368.627619,1.709,38.2,0.87,5.4,0.1,0,0,0,0.4,0.1,0,0.4
468.4861905,1.715,40.6,0.933,3.8,0.1,0,0.1,0,0.1,0,0,0.7
472.5514286,1.131,35.6,1.072,3.2,0,0.1,0,0.5,0,0.4,0,0
1376.371429,1.389,30.8,0.961,4.6,0.3,0,0.1,0,0.1,0,0.5,0
770.8795238,1.201,30.3,1.115,3.3,0,0.1,0,0.4,0,0,0.5,0
365.9709524,1.402,39.6,1.153,4.4,0,0.2,0,0,0,0.1,0.6,0.1
573.07,1.331,38.7,1.107,4.5,0.2,0.1,0,0,0,0.2,0.5,0
354.6309524,1.273,49.7,1.199,3.7,0,0.1,0,0,0,0.6,0.2,0.1
731.7588095,1.52,42.1,0.975,4.9,0.3,0.1,0,0,0,0.3,0,0.3
602.3795238,1.703,40.1,0.965,4.3,0,0.2,0.1,0,0,0,0.1,0.6
197.821381,1.437,42.5,1.162,3.5,0,0,0,0,0.1,0.1,0.5,0.3
876.7695238,1.271,42,1.099,4.2,0.3,0,0,0,0,0.4,0.3,0
892.5680952,1.514,40.6,1.022,4.2,0,0.2,0,0.2,0,0.2,0,0.4
576.6119048,1.343,48.3,1.096,5.1,0,0.3,0,0,0,0.7,0,0
243.2038095,1.482,38.2,0.886,5.8,0.2,0,0,0,0.4,0.4,0,0
596.1107143,1.642,34.6,0.834,5.4,0.6,0,0,0,0,0,0,0.4
580.7138095,1.478,34.5,0.898,5.7,0.3,0,0,0,0.3,0.2,0.2,0
422.0109524,1.525,34.1,0.935,5.1,0.4,0,0,0,0.1,0,0.3,0.2
635.4366667,1.543,38.8,1.023,4.2,0.3,0,0,0,0,0,0.3,0.4
204.9277143,1.299,26.9,0.736,2.9,0,0,0.6,0,0.1,0.3,0,0
326.8014286,1.793,37.8,0.867,5.8,0.1,0.2,0,0,0.2,0,0,0.5
836.3857143,1.433,37.8,1.087,3.2,0.1,0,0,0.2,0,0,0.3,0.4
718.7457143,1.33,50.4,1.135,4.4,0,0.2,0,0,0,0.7,0,0.1
640.9171429,1.421,22.8,0.694,3.2,0.2,0,0.5,0.1,0,0,0,0.2
356.9609524,1.521,38.7,0.978,6.3,0,0.4,0,0,0.1,0.3,0.2,0
172.4108095,1.185,32.5,1.157,2.7,0,0,0.1,0.2,0,0,0.7,0
826.7519048,1.363,29.1,0.867,4.7,0.5,0,0,0.3,0,0.1,0,0.1
786.4659524,1.488,34.4,1.048,5.6,0,0.3,0,0,0.1,0,0.6,0
412.5609524,1.277,39.7,1.236,3.7,0,0.1,0,0,0,0.1,0.8,0
436.83,1.312,39.8,0.959,3.4,0,0.1,0.3,0,0,0.5,0,0.1
925.19,1.456,19.2,0.638,4.4,0,0,0.4,0.2,0.4,0,0,0
843.9097619,1.26,24.5,0.939,3.7,0,0.2,0,0.7,0,0,0,0.1
400.2909524,1.753,37.2,0.905,6.2,0.1,0.4,0,0,0,0,0.1,0.4
574.7557143,1.551,34.9,0.989,4.9,0,0.3,0,0.2,0,0,0.2,0.3
820.4866667,1.737,45.9,1.063,3.7,0,0.1,0,0,0,0,0.1,0.8
440.4592857,1.336,26.4,0.928,4.8,0.2,0.2,0,0.4,0,0,0.2,0
571.0785952,1.171,28.2,1.076,3,0,0,0,0.5,0.1,0,0.4,0
599.7671429,1.358,31.4,0.845,4,0,0.2,0.4,0,0,0.3,0.1,0
850.3019048,1.361,42.1,1.024,4.1,0.3,0,0,0.1,0,0.4,0,0.2
806.4716429,1.227,24.8,0.808,2.8,0,0,0.4,0.3,0.1,0.2,0,0
286.832381,1.229,36.3,1.219,2.9,0,0,0.1,0,0,0,0.9,0
764.8811905,1.463,41.4,1.039,4.2,0.3,0,0,0,0,0.2,0.2,0.3
